threshold,crossing_count,total_time_samples,crossing_fraction,snr_db,modulation,feature,direction
0.01046998082688333,29307,128000,0.2289609375,0,QAM16,raw_amplitude,>=
0.011778628408080749,17654,128000,0.137921875,0,QAM16,raw_amplitude,>=
0.013087275989278169,9710,128000,0.075859375,0,QAM16,raw_amplitude,>=
0.014395923570475588,4700,128000,0.03671875,0,QAM16,raw_amplitude,>=
0.015704571151673008,2085,128000,0.0162890625,0,QAM16,raw_amplitude,>=
0.017013218732870428,838,128000,0.006546875,0,QAM16,raw_amplitude,>=
0.018321866314067847,327,128000,0.0025546875,0,QAM16,raw_amplitude,>=
0.019630513895265267,122,128000,0.000953125,0,QAM16,raw_amplitude,>=
0.020939161476462687,29,128000,0.0002265625,0,QAM16,raw_amplitude,>=
0.022247809057660106,6,128000,4.6875e-05,0,QAM16,raw_amplitude,>=
0.023556456638857526,1,128000,7.8125e-06,0,QAM16,raw_amplitude,>=
0.024865104220054945,0,128000,0.0,0,QAM16,raw_amplitude,>=
8.001773039723048e-07,128000,128000,1.0,0,QAM64,raw_amplitude,>=
0.001309447758501392,125693,128000,0.9819765625,0,QAM64,raw_amplitude,>=
0.0026180953396988116,119279,128000,0.9318671875,0,QAM64,raw_amplitude,>=
0.003926742920896231,108775,128000,0.8498046875,0,QAM64,raw_amplitude,>=
0.005235390502093651,94737,128000,0.7401328125,0,QAM64,raw_amplitude,>=
0.0065440380832910705,78633,128000,0.6143203125,0,QAM64,raw_amplitude,>=
0.00785268566448849,61074,128000,0.477140625,0,QAM64,raw_amplitude,>=
0.00916133324568591,44416,128000,0.347,0,QAM64,raw_amplitude,>=
0.01046998082688333,29662,128000,0.231734375,0,QAM64,raw_amplitude,>=
0.011778628408080749,18243,128000,0.1425234375,0,QAM64,raw_amplitude,>=
0.013087275989278169,10098,128000,0.078890625,0,QAM64,raw_amplitude,>=
0.014395923570475588,5247,128000,0.0409921875,0,QAM64,raw_amplitude,>=
0.015704571151673008,2455,128000,0.0191796875,0,QAM64,raw_amplitude,>=
0.017013218732870428,1052,128000,0.00821875,0,QAM64,raw_amplitude,>=
0.018321866314067847,418,128000,0.003265625,0,QAM64,raw_amplitude,>=
0.019630513895265267,138,128000,0.001078125,0,QAM64,raw_amplitude,>=
0.020939161476462687,44,128000,0.00034375,0,QAM64,raw_amplitude,>=
0.022247809057660106,12,128000,9.375e-05,0,QAM64,raw_amplitude,>=
0.023556456638857526,6,128000,4.6875e-05,0,QAM64,raw_amplitude,>=
0.024865104220054945,2,128000,1.5625e-05,0,QAM64,raw_amplitude,>=
1.59652281581657e-05,128000,128000,1.0,2,QAM16,raw_amplitude,>=
0.0017285734475990465,124393,128000,0.9718203125,2,QAM16,raw_amplitude,>=
0.0034411816670399274,114250,128000,0.892578125,2,QAM16,raw_amplitude,>=
0.005153789886480808,97735,128000,0.7635546875,2,QAM16,raw_amplitude,>=
0.006866398105921689,77092,128000,0.60228125,2,QAM16,raw_amplitude,>=
0.00857900632536257,53422,128000,0.417359375,2,QAM16,raw_amplitude,>=
0.01029161454480345,30738,128000,0.240140625,2,QAM16,raw_amplitude,>=
0.012004222764244331,14159,128000,0.1106171875,2,QAM16,raw_amplitude,>=
0.013716830983685212,4951,128000,0.0386796875,2,QAM16,raw_amplitude,>=
0.015429439203126094,1434,128000,0.011203125,2,QAM16,raw_amplitude,>=
0.017142047422566975,369,128000,0.0028828125,2,QAM16,raw_amplitude,>=
0.018854655642007855,111,128000,0.0008671875,2,QAM16,raw_amplitude,>=
0.020567263861448734,41,128000,0.0003203125,2,QAM16,raw_amplitude,>=
0.022279872080889617,15,128000,0.0001171875,2,QAM16,raw_amplitude,>=
0.023992480300330497,10,128000,7.8125e-05,2,QAM16,raw_amplitude,>=
0.02570508851977138,10,128000,7.8125e-05,2,QAM16,raw_amplitude,>=
0.02741769673921226,5,128000,3.90625e-05,2,QAM16,raw_amplitude,>=
0.02913030495865314,2,128000,1.5625e-05,2,QAM16,raw_amplitude,>=
0.030842913178094022,1,128000,7.8125e-06,2,QAM16,raw_amplitude,>=
0.032555521397534905,1,128000,7.8125e-06,2,QAM16,raw_amplitude,>=
1.59652281581657e-05,128000,128000,1.0,2,QAM64,raw_amplitude,>=
0.0017285734475990465,124368,128000,0.971625,2,QAM64,raw_amplitude,>=
0.0034411816670399274,114122,128000,0.891578125,2,QAM64,raw_amplitude,>=
0.005153789886480808,97557,128000,0.7621640625,2,QAM64,raw_amplitude,>=
0.006866398105921689,76408,128000,0.5969375,2,QAM64,raw_amplitude,>=
0.00857900632536257,52576,128000,0.41075,2,QAM64,raw_amplitude,>=
0.01029161454480345,30784,128000,0.2405,2,QAM64,raw_amplitude,>=
0.012004222764244331,14821,128000,0.1157890625,2,QAM64,raw_amplitude,>=
0.013716830983685212,5730,128000,0.044765625,2,QAM64,raw_amplitude,>=
0.015429439203126094,1714,128000,0.013390625,2,QAM64,raw_amplitude,>=
0.017142047422566975,490,128000,0.003828125,2,QAM64,raw_amplitude,>=
0.018854655642007855,143,128000,0.0011171875,2,QAM64,raw_amplitude,>=
0.020567263861448734,42,128000,0.000328125,2,QAM64,raw_amplitude,>=
0.022279872080889617,13,128000,0.0001015625,2,QAM64,raw_amplitude,>=
0.023992480300330497,9,128000,7.03125e-05,2,QAM64,raw_amplitude,>=
0.02570508851977138,6,128000,4.6875e-05,2,QAM64,raw_amplitude,>=
0.02741769673921226,2,128000,1.5625e-05,2,QAM64,raw_amplitude,>=
0.02913030495865314,0,128000,0.0,2,QAM64,raw_amplitude,>=
0.030842913178094022,0,128000,0.0,2,QAM64,raw_amplitude,>=
0.032555521397534905,0,128000,0.0,2,QAM64,raw_amplitude,>=
