snr_db,modulation,time_index,mean_raw_amplitude,std_raw_amplitude
-4,QAM16,38,0.007644520606845617,0.003922559786587954
-4,QAM16,39,0.0075695025734603405,0.0038779694586992264
-4,QAM16,40,0.007873998023569584,0.00399011978879571
-4,QAM16,41,0.007903147488832474,0.004064296372234821
-4,QAM16,42,0.007761811371892691,0.003992711193859577
-4,QAM16,43,0.007933666929602623,0.0041846479289233685
-4,QAM16,44,0.007842468097805977,0.003924026153981686
-4,QAM16,45,0.007928339764475822,0.0039077140390872955
-4,QAM16,46,0.007714081555604935,0.004088523332029581
-4,QAM16,47,0.007932673208415508,0.00404387479647994
-4,QAM16,48,0.007852890528738499,0.003864544676616788
-4,QAM16,49,0.007787884678691626,0.004096249118447304
-4,QAM16,50,0.007932481355965137,0.004165416117757559
-4,QAM16,51,0.007685302756726742,0.003946520388126373
-4,QAM16,52,0.007704448886215687,0.0040374984964728355
-4,QAM16,53,0.00803073775023222,0.004071850795298815
-4,QAM16,54,0.007803061045706272,0.003990101628005505
-4,QAM16,55,0.007658243179321289,0.004111722111701965
-4,QAM16,56,0.007770735304802656,0.004106536973267794
-4,QAM16,57,0.007597938645631075,0.0037872856482863426
-4,QAM16,58,0.00789803545922041,0.0040495553985238075
-4,QAM16,59,0.007988317869603634,0.003937889356166124
-4,QAM16,60,0.007828222587704659,0.00393139012157917
-4,QAM16,61,0.007884969934821129,0.004008811432868242
-4,QAM16,62,0.007650134619325399,0.003817494958639145
-4,QAM16,63,0.007734578102827072,0.003995050210505724
-4,QAM16,64,0.007982059381902218,0.004098950885236263
-4,QAM16,65,0.007895873859524727,0.004020264837890863
-4,QAM16,66,0.007953809574246407,0.004128867760300636
-4,QAM16,67,0.00776447169482708,0.003972135949879885
-4,QAM16,68,0.007912472821772099,0.003938286565244198
-4,QAM16,69,0.007905647158622742,0.0039542606100440025
-4,QAM16,70,0.007703100331127644,0.003995418082922697
-4,QAM16,71,0.007716014049947262,0.003980332054197788
-4,QAM16,72,0.007713004946708679,0.0039977142587304115
-4,QAM16,73,0.007826673798263073,0.003962897229939699
-4,QAM16,74,0.007917012088000774,0.003976456355303526
-4,QAM16,75,0.007893758825957775,0.0038497596979141235
-4,QAM16,76,0.00755669130012393,0.0040211062878370285
-4,QAM16,77,0.0078097376972436905,0.004066755063831806
-4,QAM16,78,0.007847732864320278,0.0039017903618514538
-4,QAM16,79,0.007797154597938061,0.004008017480373383
-4,QAM16,80,0.007723812013864517,0.0041006822139024734
-4,QAM16,81,0.008041358552873135,0.003990158438682556
-4,QAM16,82,0.007747619412839413,0.0038110618479549885
-4,QAM16,83,0.00771201029419899,0.0039288196712732315
-4,QAM16,84,0.0076570771634578705,0.003933930769562721
-4,QAM16,85,0.007818298414349556,0.0039562080055475235
-4,QAM16,86,0.007868841290473938,0.004050919786095619
-4,QAM16,87,0.00771550415083766,0.004009144380688667
-4,QAM16,88,0.007886854000389576,0.00397889269515872
-4,QAM16,89,0.00799525436013937,0.004052767995744944
-4,QAM16,90,0.007910085842013359,0.003861457109451294
-4,QAM16,91,0.007751454599201679,0.004036903381347656
-4,QAM16,92,0.007987221702933311,0.004085315391421318
-4,QAM16,93,0.007854755967855453,0.004044720903038979
-4,QAM16,94,0.00778721971437335,0.004050488583743572
-4,QAM16,95,0.007779985200613737,0.003971477970480919
-4,QAM16,96,0.00807654857635498,0.003972935955971479
-4,QAM16,97,0.007869835011661053,0.0040155076421797276
-4,QAM16,98,0.007903879508376122,0.003924493212252855
-4,QAM16,99,0.0077697718515992165,0.0040624490939080715
-4,QAM16,100,0.007636715658009052,0.004058429505676031
-4,QAM16,101,0.007839355617761612,0.0038780190516263247
-4,QAM16,102,0.007729918230324984,0.004061487503349781
-4,QAM16,103,0.007657585199922323,0.003901646938174963
-4,QAM16,104,0.007950913161039352,0.003916859161108732
-4,QAM16,105,0.00782773643732071,0.004059086088091135
-4,QAM16,106,0.007892530411481857,0.004023692104965448
-4,QAM16,107,0.007873190566897392,0.004019828513264656
-4,QAM16,108,0.007669586222618818,0.0038993502967059612
-4,QAM16,109,0.0078550074249506,0.004061034880578518
-4,QAM16,110,0.00778530677780509,0.003981946036219597
-4,QAM16,111,0.007798221427947283,0.004053161945194006
-4,QAM16,112,0.007730833254754543,0.003969373647123575
-4,QAM16,113,0.007646615616977215,0.004013361409306526
-4,QAM16,114,0.007942341268062592,0.003952869679778814
-4,QAM16,115,0.007979534566402435,0.003946586977690458
-4,QAM16,116,0.0076415580697357655,0.003972183912992477
-4,QAM16,117,0.007648664992302656,0.004011417273432016
-4,QAM16,118,0.008053065277636051,0.0040075695142149925
-4,QAM16,119,0.007745745591819286,0.003948515746742487
-4,QAM16,120,0.007628555875271559,0.004016748163849115
-4,QAM16,121,0.007800855673849583,0.0038844821974635124
-4,QAM16,122,0.007678762078285217,0.003850435372442007
-4,QAM16,123,0.00781569629907608,0.004000629298388958
-4,QAM16,124,0.007564727682620287,0.0038741682656109333
-4,QAM16,125,0.007778755854815245,0.0040860469453036785
-4,QAM16,126,0.007676651701331139,0.003908426966518164
-4,QAM16,127,0.007707924582064152,0.0039082178846001625
-4,QAM64,0,0.007781144697219133,0.003961588256061077
-4,QAM64,1,0.007886895909905434,0.00404068548232317
-4,QAM64,2,0.007907949388027191,0.004054945893585682
-4,QAM64,3,0.007743572350591421,0.003996985964477062
-4,QAM64,4,0.007802851963788271,0.004038598388433456
-4,QAM64,5,0.007704784162342548,0.003999813925474882
-4,QAM64,6,0.007806720677763224,0.004125089850276709
-4,QAM64,7,0.007837903685867786,0.004036378115415573
-4,QAM64,8,0.007727366406470537,0.00391828827559948
-4,QAM64,9,0.007652569096535444,0.004037030972540379
-4,QAM64,10,0.007901415228843689,0.004050096496939659
-4,QAM64,11,0.0077817984856665134,0.004208678845316172
-4,QAM64,12,0.00761744100600481,0.003853119444102049
-4,QAM64,13,0.007726513314992189,0.0038195892702788115
-4,QAM64,14,0.007533857598900795,0.003792436560615897
-4,QAM64,15,0.007851585745811462,0.004038871265947819
-4,QAM64,16,0.007894174195826054,0.0039482107385993
-4,QAM64,17,0.007790774572640657,0.004117890726774931
-4,QAM64,18,0.0077677033841609955,0.0036936018150299788
-4,QAM64,19,0.0077660041861236095,0.003755690762773156
-4,QAM64,20,0.007864980958402157,0.003957652486860752
-4,QAM64,21,0.00803395826369524,0.003969126846641302
-4,QAM64,22,0.007853635586798191,0.003994759172201157
-4,QAM64,23,0.007802494335919619,0.003997013438493013
-4,QAM64,24,0.00805178564041853,0.0038306082133203745
-4,QAM64,25,0.008013229817152023,0.004051164258271456
-4,QAM64,26,0.00784847792237997,0.004084652755409479
-4,QAM64,27,0.007825351320207119,0.003787504741922021
-4,QAM64,28,0.007576953619718552,0.004033682867884636
-4,QAM64,29,0.00800617691129446,0.0038273220416158438
-4,QAM64,30,0.007846398279070854,0.004142457619309425
-4,QAM64,31,0.007985804229974747,0.004076192621141672
-4,QAM64,32,0.007829650305211544,0.004091784358024597
-4,QAM64,33,0.007874036207795143,0.00402710260823369
-4,QAM64,34,0.007959969341754913,0.003948735073208809
-4,QAM64,35,0.007899261079728603,0.004067578818649054
-4,QAM64,36,0.00781237380579114,0.004088027402758598
-4,QAM64,37,0.007873841561377048,0.003997494466602802
-4,QAM64,38,0.007878381758928299,0.003935645800083876
-4,QAM64,39,0.007951648905873299,0.004010382108390331
-4,QAM64,40,0.007728289812803268,0.0039763012900948524
-4,QAM64,41,0.0076540382578969,0.003986592870205641
-4,QAM64,42,0.007943924516439438,0.004177364055067301
-4,QAM64,43,0.007792351301759481,0.0041495198383927345
-4,QAM64,44,0.007673325948417187,0.003993972670286894
-4,QAM64,45,0.007820404134690762,0.003981501795351505
-4,QAM64,46,0.007731481455266476,0.004055805504322052
-4,QAM64,47,0.007723407819867134,0.00398519542068243
-4,QAM64,48,0.0076985652558505535,0.003961713053286076
-4,QAM64,49,0.007960427552461624,0.003983926028013229
-4,QAM64,50,0.007772994693368673,0.004074677359312773
-4,QAM64,51,0.00771606620401144,0.003966397140175104
-4,QAM64,52,0.00785326398909092,0.0039519513957202435
-4,QAM64,53,0.007682501338422298,0.003911334089934826
-4,QAM64,54,0.007646543439477682,0.004024188965559006
-4,QAM64,55,0.007514310535043478,0.003931256011128426
-4,QAM64,56,0.007795690093189478,0.003910045605152845
-4,QAM64,57,0.007898079231381416,0.003982664085924625
-4,QAM64,58,0.007639514748007059,0.003845764556899667
-4,QAM64,59,0.007669000420719385,0.00398342777043581
-4,QAM64,60,0.008240512572228909,0.0041412427090108395
-4,QAM64,61,0.007835148833692074,0.004104080609977245
-4,QAM64,62,0.007912552915513515,0.003926875069737434
-4,QAM64,63,0.007523665204644203,0.0038961952086538076
-4,QAM64,64,0.007890207692980766,0.003997696563601494
-4,QAM64,65,0.007672022096812725,0.003913151100277901
-4,QAM64,66,0.0078836465254426,0.004092995077371597
-4,QAM64,67,0.007780868094414473,0.003860997734591365
-4,QAM64,68,0.007761690765619278,0.0038961353711783886
-4,QAM64,69,0.007738115731626749,0.0040756408125162125
-4,QAM64,70,0.00765208201482892,0.004053974989801645
-4,QAM64,71,0.007553940638899803,0.004044116009026766
-4,QAM64,72,0.007792247459292412,0.004005413968116045
-4,QAM64,73,0.007664822041988373,0.003942280076444149
-4,QAM64,74,0.007687319535762072,0.003969965968281031
-4,QAM64,75,0.00791658740490675,0.003988089505583048
-4,QAM64,76,0.007715101353824139,0.003894517198204994
-4,QAM64,77,0.007973073981702328,0.004060354083776474
-4,QAM64,78,0.007733282167464495,0.004081603139638901
-4,QAM64,79,0.007693727500736713,0.003937344066798687
-4,QAM64,80,0.00786290131509304,0.004174142610281706
-4,QAM64,81,0.007785477675497532,0.003939214162528515
-4,QAM64,82,0.007676579523831606,0.0040365904569625854
-4,QAM64,83,0.008090777322649956,0.003980576526373625
-4,QAM64,84,0.007998032495379448,0.004070593509823084
-4,QAM64,85,0.007793314289301634,0.0038582435809075832
-4,QAM64,86,0.007921041920781136,0.004030109383165836
-4,QAM64,87,0.007858213968575,0.0040724980644881725
-4,QAM64,88,0.007732369937002659,0.003948821686208248
-4,QAM64,89,0.007851160131394863,0.00396051537245512
-4,QAM64,90,0.007638775743544102,0.0038684976752847433
-4,QAM64,91,0.007759212050586939,0.004038436338305473
-4,QAM64,92,0.0076187290251255035,0.003951007500290871
-4,QAM64,93,0.007927565835416317,0.004091229755431414
-4,QAM64,94,0.007879851385951042,0.004058668855577707
-4,QAM64,95,0.007975723594427109,0.003971298690885305
-4,QAM64,96,0.008084473200142384,0.00423724390566349
-4,QAM64,97,0.0078017800115048885,0.0040607210248708725
-4,QAM64,98,0.007826807908713818,0.003967377357184887
-4,QAM64,99,0.008136714808642864,0.0041148001328110695
-4,QAM64,100,0.007821721024811268,0.0038580645341426134
-4,QAM64,101,0.007822957821190357,0.003972827456891537
-4,QAM64,102,0.0077508119866251945,0.003995250910520554
-4,QAM64,103,0.007662540767341852,0.004065110348165035
-4,QAM64,104,0.008079933002591133,0.004043815191835165
-4,QAM64,105,0.007872696034610271,0.004026687238365412
-4,QAM64,106,0.007722459267824888,0.003752222051844001
-4,QAM64,107,0.007919000461697578,0.003950309939682484
-4,QAM64,108,0.007992997765541077,0.004125221632421017
-4,QAM64,109,0.007840880192816257,0.0038561937399208546
-4,QAM64,110,0.007806811481714249,0.004191910848021507
-4,QAM64,111,0.007857737131416798,0.004042328801006079
-4,QAM64,112,0.0076989904046058655,0.004126868676394224
-4,QAM64,113,0.007616953458636999,0.004008999560028315
-4,QAM64,114,0.007822376675903797,0.004015354905277491
-4,QAM64,115,0.00786785688251257,0.0039673796854913235
-4,QAM64,116,0.007737853564321995,0.003928047604858875
-4,QAM64,117,0.007586229592561722,0.0038942040409892797
-4,QAM64,118,0.007769026327878237,0.0040194205939769745
-4,QAM64,119,0.007780564017593861,0.003929208964109421
-4,QAM64,120,0.007860397920012474,0.004053921904414892
-4,QAM64,121,0.007898656651377678,0.004054869059473276
-4,QAM64,122,0.007815620861947536,0.004048381466418505
-4,QAM64,123,0.007943865843117237,0.00407689344137907
-4,QAM64,124,0.007748551666736603,0.004062870517373085
-4,QAM64,125,0.008088577538728714,0.004053816199302673
-4,QAM64,126,0.007749038748443127,0.003983663395047188
-4,QAM64,127,0.00783910509198904,0.00420724879950285
-2,QAM16,0,0.00785099808126688,0.0038447550032287836
-2,QAM16,1,0.008052265271544456,0.00394866056740284
-2,QAM16,2,0.007788052782416344,0.003753756172955036
-2,QAM16,3,0.00788831152021885,0.0036954632960259914
-2,QAM16,4,0.007893262431025505,0.0038405044469982386
-2,QAM16,5,0.007621242664754391,0.00375436176545918
-2,QAM16,6,0.008021515794098377,0.003841700265184045
-2,QAM16,7,0.007809470873326063,0.003699420252814889
-2,QAM16,8,0.008059062063694,0.0039466735906898975
-2,QAM16,9,0.007718109060078859,0.003795676166191697
-2,QAM16,10,0.00803204532712698,0.0037693146150559187
-2,QAM16,11,0.0076647973619401455,0.003686580341309309
-2,QAM16,12,0.007779128849506378,0.0038424211088567972
-2,QAM16,13,0.007754332851618528,0.0038621400017291307
-2,QAM16,14,0.007491615600883961,0.0037383302114903927
-2,QAM16,15,0.007768006529659033,0.0038019276689738035
-2,QAM16,16,0.007862204685807228,0.0037838732823729515
-2,QAM16,17,0.007668673526495695,0.003825323423370719
-2,QAM16,18,0.007758470252156258,0.0037486995570361614
-2,QAM16,19,0.008003918454051018,0.0038729803636670113
-2,QAM16,20,0.007742543239146471,0.003748526331037283
-2,QAM16,21,0.007886475883424282,0.0038495794869959354
-2,QAM16,22,0.007775343023240566,0.003740195883437991
-2,QAM16,23,0.007768073119223118,0.0038109878078103065
-2,QAM16,24,0.00763723673298955,0.003845285391435027
-2,QAM16,25,0.007833375595510006,0.003875305876135826
-2,QAM16,26,0.007854793220758438,0.0037794176023453474
-2,QAM16,27,0.00770901283249259,0.0037091108970344067
-2,QAM16,28,0.007734036538749933,0.003827264066785574
-2,QAM16,29,0.0077214413322508335,0.003686928190290928
-2,QAM16,30,0.007779656443744898,0.003871648572385311
-2,QAM16,31,0.00776665098965168,0.0037872223183512688
-2,QAM16,32,0.007837226614356041,0.0038176956586539745
-2,QAM16,33,0.007732392754405737,0.003920038230717182
-2,QAM16,34,0.007968655787408352,0.003907345701009035
-2,QAM16,35,0.007754206657409668,0.0038429442793130875
-2,QAM16,36,0.007830227725207806,0.003702834714204073
-2,QAM16,37,0.007934268563985825,0.003829158842563629
-2,QAM16,38,0.007828302681446075,0.003905309597030282
-2,QAM16,39,0.007685394957661629,0.0037950752303004265
-2,QAM16,40,0.007750504184514284,0.003862022887915373
-2,QAM16,41,0.007630614563822746,0.0037121817003935575
-2,QAM16,42,0.0077139837667346,0.003691999241709709
-2,QAM16,43,0.0075496709905564785,0.003829491790384054
-2,QAM16,44,0.007619211450219154,0.003714177757501602
-2,QAM16,45,0.007581398822367191,0.0037928817328065634
-2,QAM16,46,0.007850674912333488,0.003844879101961851
-2,QAM16,47,0.008002215065062046,0.003958489745855331
-2,QAM16,48,0.007815176621079445,0.003761077066883445
-2,QAM16,49,0.007730813231319189,0.003641208168119192
-2,QAM16,50,0.007818645797669888,0.0038070185109972954
-2,QAM16,51,0.007845593616366386,0.003921097610145807
-2,QAM16,52,0.007990621961653233,0.0039049461483955383
-2,QAM16,53,0.00795657467097044,0.003956008702516556
-2,QAM16,54,0.007691890466958284,0.003820092184469104
-2,QAM16,55,0.007787470240145922,0.003962611313909292
-2,QAM16,56,0.0078850407153368,0.0037290765903890133
-2,QAM16,57,0.00804319977760315,0.003973497077822685
-2,QAM16,58,0.007852014154195786,0.0037782087456434965
-2,QAM16,59,0.007862373255193233,0.003790459595620632
-2,QAM16,60,0.007987762801349163,0.003768445225432515
-2,QAM16,61,0.007618136703968048,0.0037410566583275795
-2,QAM16,62,0.007893799804151058,0.0037289669271558523
-2,QAM16,63,0.007877146825194359,0.003831276437267661
-2,QAM16,64,0.007891125977039337,0.003849718486890197
-2,QAM16,65,0.007941306568682194,0.0037202280946075916
-2,QAM16,66,0.00809183344244957,0.0038223585579544306
-2,QAM16,67,0.007950817234814167,0.003814652096480131
-2,QAM16,68,0.007717794273048639,0.003798241028562188
-2,QAM16,69,0.007746306248009205,0.003804396837949753
-2,QAM16,70,0.00794973224401474,0.003846364328637719
-2,QAM16,71,0.007786118891090155,0.0038932329043745995
-2,QAM16,72,0.008013416081666946,0.0038596380036324263
-2,QAM16,73,0.007839372381567955,0.0037614088505506516
-2,QAM16,74,0.0078058624640107155,0.003790242364630103
-2,QAM16,75,0.007737054489552975,0.0036978786811232567
-2,QAM16,76,0.007824125699698925,0.003934277221560478
-2,QAM16,77,0.007717389613389969,0.004041979089379311
-2,QAM16,78,0.007806443143635988,0.0038786926306784153
-2,QAM16,79,0.007857575081288815,0.0038429899141192436
-2,QAM16,80,0.007819564081728458,0.0037898023147135973
-2,QAM16,81,0.0076735178008675575,0.003815713804215193
-2,QAM16,82,0.007789921946823597,0.003759325249120593
-2,QAM16,83,0.007686365861445665,0.0036957121919840574
-2,QAM16,84,0.00783961359411478,0.00368161266669631
-2,QAM16,85,0.007894502952694893,0.003788373898714781
-2,QAM16,86,0.0077341231517493725,0.0037077455781400204
-2,QAM16,87,0.007761931046843529,0.0038329570088535547
-2,QAM16,88,0.008020426146686077,0.003750147996470332
-2,QAM16,89,0.007950427010655403,0.003987990785390139
-2,QAM16,90,0.007870407775044441,0.003792111761868
-2,QAM16,91,0.007714930921792984,0.0036806173156946898
-2,QAM16,92,0.0077730873599648476,0.0038269772194325924
-2,QAM16,93,0.007615996990352869,0.0038441759534180164
-2,QAM16,94,0.0074165198020637035,0.0036337245255708694
-2,QAM16,95,0.007748449221253395,0.0037702438421547413
-2,QAM16,96,0.007776223588734865,0.003995463717728853
-2,QAM16,97,0.007714652456343174,0.0037359409034252167
-2,QAM16,98,0.00783641915768385,0.003910757601261139
-2,QAM16,99,0.007839278317987919,0.0037927061785012484
-2,QAM16,100,0.007767144124954939,0.003882341319695115
-2,QAM16,101,0.00781795009970665,0.003837387776002288
-2,QAM16,102,0.008005104027688503,0.003805515356361866
-2,QAM16,103,0.008025895804166794,0.0038362741470336914
-2,QAM16,104,0.007730059791356325,0.003815363859757781
-2,QAM16,105,0.007755692582577467,0.0037378547713160515
-2,QAM16,106,0.007859141565859318,0.0037416957784444094
-2,QAM16,107,0.007790267001837492,0.003689164761453867
-2,QAM16,108,0.007911933586001396,0.003896363778039813
-2,QAM16,109,0.007945493794977665,0.003769311122596264
-2,QAM16,110,0.007879871875047684,0.0037037008441984653
-2,QAM16,111,0.007825673557817936,0.0037900065071880817
-2,QAM16,112,0.007774310186505318,0.003768420545384288
-2,QAM16,113,0.007702139671891928,0.0038329530507326126
-2,QAM16,114,0.007788046728819609,0.0037429051008075476
-2,QAM16,115,0.0077180578373372555,0.0038185797166079283
-2,QAM16,116,0.007918721996247768,0.003938443027436733
-2,QAM16,117,0.007831012830138206,0.0038433826994150877
-2,QAM16,118,0.007751926779747009,0.0038334315177053213
-2,QAM16,119,0.00782291404902935,0.0037657262291759253
-2,QAM16,120,0.007777910213917494,0.0038681814912706614
-2,QAM16,121,0.007715283893048763,0.0039128796197474
-2,QAM16,122,0.00774717191234231,0.003883880563080311
-2,QAM16,123,0.007857359014451504,0.003715451108291745
-2,QAM16,124,0.007831052877008915,0.0037892700638622046
-2,QAM16,125,0.007746576331555843,0.0038604792207479477
-2,QAM16,126,0.008034669794142246,0.0038662985898554325
-2,QAM16,127,0.007896683178842068,0.0039109596982598305
-2,QAM64,0,0.007982058450579643,0.0038970333989709616
-2,QAM64,1,0.00787894893437624,0.0039448984898626804
-2,QAM64,2,0.007792111020535231,0.003830030094832182
-2,QAM64,3,0.007866322062909603,0.003919590264558792
-2,QAM64,4,0.0077509088441729546,0.003780841128900647
-2,QAM64,5,0.007781894411891699,0.003686499083414674
-2,QAM64,6,0.0079098641872406,0.003842271165922284
-2,QAM64,7,0.00785026978701353,0.0038661635480821133
-2,QAM64,8,0.007893049158155918,0.003967717755585909
-2,QAM64,9,0.007790427654981613,0.003817202989012003
-2,QAM64,10,0.00779849523678422,0.003953949082642794
-2,QAM64,11,0.007916389033198357,0.003920915070921183
-2,QAM64,12,0.007822362706065178,0.0037695507053285837
-2,QAM64,13,0.008021321147680283,0.003951048944145441
-2,QAM64,14,0.007949435152113438,0.003902474418282509
-2,QAM64,15,0.00786119420081377,0.0038710751105099916
-2,QAM64,16,0.00788657646626234,0.003863242221996188
-2,QAM64,17,0.007828256115317345,0.0038649963680654764
-2,QAM64,18,0.007800761144608259,0.0038185748271644115
-2,QAM64,19,0.007648393977433443,0.003880962962284684
-2,QAM64,20,0.007781357504427433,0.003733317833393812
-2,QAM64,21,0.007685375399887562,0.0037736385129392147
-2,QAM64,22,0.007786900736391544,0.003800916252657771
-2,QAM64,23,0.007765033282339573,0.003720831824466586
-2,QAM64,24,0.007957338355481625,0.003970409277826548
-2,QAM64,25,0.007766295690089464,0.003825884312391281
-2,QAM64,26,0.007803545333445072,0.003841650439426303
-2,QAM64,27,0.007695579435676336,0.0038746546488255262
-2,QAM64,28,0.007630817126482725,0.003713059239089489
-2,QAM64,29,0.007666395977139473,0.003853216301649809
-2,QAM64,30,0.007842455059289932,0.003715036204084754
-2,QAM64,31,0.007623918820172548,0.003832534421235323
-2,QAM64,32,0.007823046296834946,0.003862225916236639
-2,QAM64,33,0.007856648415327072,0.003906624857336283
-2,QAM64,34,0.007604817859828472,0.0037819871213287115
-2,QAM64,35,0.007761132437735796,0.003814730793237686
-2,QAM64,36,0.007810989860445261,0.003795600961893797
-2,QAM64,37,0.007823068648576736,0.0038361346814781427
-2,QAM64,38,0.007806224282830954,0.0038878892082720995
-2,QAM64,39,0.007883354090154171,0.00390612636692822
-2,QAM64,40,0.007718305569142103,0.003771584713831544
-2,QAM64,41,0.007630193140357733,0.003863084129989147
-2,QAM64,42,0.0076867928728461266,0.003799235913902521
-2,QAM64,43,0.007554075680673122,0.003730311756953597
-2,QAM64,44,0.007711702026426792,0.003935785032808781
-2,QAM64,45,0.007744146510958672,0.0038923299871385098
-2,QAM64,46,0.007935949601233006,0.003878760151565075
-2,QAM64,47,0.008020121604204178,0.003874498186632991
-2,QAM64,48,0.007774381432682276,0.003667342010885477
-2,QAM64,49,0.007660008035600185,0.003943254239857197
-2,QAM64,50,0.00792955607175827,0.0038127205334603786
-2,QAM64,51,0.007873795926570892,0.003947359975427389
-2,QAM64,52,0.007864328101277351,0.003763095708563924
-2,QAM64,53,0.007953076623380184,0.003738570027053356
-2,QAM64,54,0.007894077338278294,0.003957615699619055
-2,QAM64,55,0.007697939407080412,0.00378809729591012
-2,QAM64,56,0.007849959656596184,0.0038917933125048876
-2,QAM64,57,0.00755301583558321,0.003813667455688119
-2,QAM64,58,0.0077381138689816,0.0038135431241244078
-2,QAM64,59,0.007876891642808914,0.0038251737132668495
-2,QAM64,60,0.007790017407387495,0.00371442548930645
-2,QAM64,61,0.007671261206269264,0.003687386866658926
-2,QAM64,62,0.007833738811314106,0.003813052549958229
-2,QAM64,63,0.007919304072856903,0.00391055503860116
-2,QAM64,64,0.007698464673012495,0.0038013756275177
-2,QAM64,65,0.00774680869653821,0.0037537275347858667
-2,QAM64,66,0.007829971611499786,0.0038241585716605186
-2,QAM64,67,0.007962957955896854,0.0037794015370309353
-2,QAM64,68,0.00795237347483635,0.0037189163267612457
-2,QAM64,69,0.007932939566671848,0.00384717108681798
-2,QAM64,70,0.007985315285623074,0.00379604147747159
-2,QAM64,71,0.007729699835181236,0.0036931836511939764
-2,QAM64,72,0.007857000455260277,0.003831124398857355
-2,QAM64,73,0.007978151552379131,0.003917377442121506
-2,QAM64,74,0.0077431476674973965,0.0038898733910173178
-2,QAM64,75,0.007497502490878105,0.0037725616712123156
-2,QAM64,76,0.007657966576516628,0.003839863231405616
-2,QAM64,77,0.007731838617473841,0.003882590215653181
-2,QAM64,78,0.007803602609783411,0.0038261758163571358
-2,QAM64,79,0.007747956085950136,0.00391361303627491
-2,QAM64,80,0.00802564900368452,0.0037123362999409437
-2,QAM64,81,0.007999570108950138,0.003963323310017586
-2,QAM64,82,0.007847734726965427,0.0038662804290652275
-2,QAM64,83,0.007881930097937584,0.0039942143484950066
-2,QAM64,84,0.007896305993199348,0.003712872974574566
-2,QAM64,85,0.008011610247194767,0.003808621782809496
-2,QAM64,86,0.007853440940380096,0.0037337890826165676
-2,QAM64,87,0.007882270961999893,0.0039048881735652685
-2,QAM64,88,0.007816052064299583,0.003856619819998741
-2,QAM64,89,0.00776795856654644,0.0038143396377563477
-2,QAM64,90,0.007848002016544342,0.003890863386914134
-2,QAM64,91,0.007692680694162846,0.00383155420422554
-2,QAM64,92,0.007731803692877293,0.0037236216012388468
-2,QAM64,93,0.007766798138618469,0.003748520975932479
-2,QAM64,94,0.007799746468663216,0.003819149686023593
-2,QAM64,95,0.00767837418243289,0.0036672810092568398
-2,QAM64,96,0.007676973473280668,0.0036902278661727905
-2,QAM64,97,0.00788469985127449,0.003933487460017204
-2,QAM64,98,0.007868151180446148,0.003988851793110371
-2,QAM64,99,0.00788695365190506,0.0038877178449183702
-2,QAM64,100,0.0077195484191179276,0.0038173061329871416
-2,QAM64,101,0.007605972699820995,0.0037734743673354387
-2,QAM64,102,0.007847059518098831,0.0038773196283727884
-2,QAM64,103,0.007840992882847786,0.0038863709196448326
-2,QAM64,104,0.007739600259810686,0.0038184900768101215
-2,QAM64,105,0.007529057562351227,0.003732629120349884
