threshold,crossing_count,total_time_samples,crossing_fraction,snr_db,modulation,feature,direction
1.2565667152404787,38921,128000,0.3040703125,-2,QAM16,raw_phase,>=
1.5707194805145264,32558,128000,0.254359375,-2,QAM16,raw_phase,>=
1.884872245788574,26014,128000,0.203234375,-2,QAM16,raw_phase,>=
2.1990250110626217,19408,128000,0.151625,-2,QAM16,raw_phase,>=
2.5131777763366694,12864,128000,0.1005,-2,QAM16,raw_phase,>=
2.827330541610718,6419,128000,0.0501484375,-2,QAM16,raw_phase,>=
-3.1415719985961914,128000,128000,1.0,-2,QAM64,raw_phase,>=
-2.8274192333221437,121570,128000,0.949765625,-2,QAM64,raw_phase,>=
-2.5132664680480956,115038,128000,0.898734375,-2,QAM64,raw_phase,>=
-2.199113702774048,108406,128000,0.846921875,-2,QAM64,raw_phase,>=
-1.8849609375,101959,128000,0.7965546875,-2,QAM64,raw_phase,>=
-1.5708081722259521,95584,128000,0.74675,-2,QAM64,raw_phase,>=
-1.2566554069519045,89245,128000,0.6972265625,-2,QAM64,raw_phase,>=
-0.9425026416778564,82944,128000,0.648,-2,QAM64,raw_phase,>=
-0.6283498764038087,76622,128000,0.598609375,-2,QAM64,raw_phase,>=
-0.314197111129761,70466,128000,0.550515625,-2,QAM64,raw_phase,>=
-4.4345855712890625e-05,64300,128000,0.50234375,-2,QAM64,raw_phase,>=
0.3141084194183348,57986,128000,0.453015625,-2,QAM64,raw_phase,>=
0.6282611846923825,51526,128000,0.402546875,-2,QAM64,raw_phase,>=
0.9424139499664301,45102,128000,0.352359375,-2,QAM64,raw_phase,>=
1.2565667152404787,38557,128000,0.3012265625,-2,QAM64,raw_phase,>=
1.5707194805145264,32079,128000,0.2506171875,-2,QAM64,raw_phase,>=
1.884872245788574,25674,128000,0.200578125,-2,QAM64,raw_phase,>=
2.1990250110626217,19244,128000,0.15034375,-2,QAM64,raw_phase,>=
2.5131777763366694,12817,128000,0.1001328125,-2,QAM64,raw_phase,>=
2.827330541610718,6401,128000,0.0500078125,-2,QAM64,raw_phase,>=
-3.141570806503296,128000,128000,1.0,0,QAM16,raw_phase,>=
-2.827412724494934,121714,128000,0.950890625,0,QAM16,raw_phase,>=
-2.5132546424865723,115186,128000,0.899890625,0,QAM16,raw_phase,>=
-2.1990965604782104,108651,128000,0.8488359375,0,QAM16,raw_phase,>=
-1.8849384784698486,102318,128000,0.799359375,0,QAM16,raw_phase,>=
-1.5707803964614868,96017,128000,0.7501328125,0,QAM16,raw_phase,>=
-1.256622314453125,89663,128000,0.7004921875,0,QAM16,raw_phase,>=
-0.9424642324447632,83199,128000,0.6499921875,0,QAM16,raw_phase,>=
-0.6283061504364014,76737,128000,0.5995078125,0,QAM16,raw_phase,>=
-0.31414806842803955,70456,128000,0.5504375,0,QAM16,raw_phase,>=
1.0013580322265625e-05,64237,128000,0.5018515625,0,QAM16,raw_phase,>=
0.3141680955886841,57995,128000,0.4530859375,0,QAM16,raw_phase,>=
0.6283261775970459,51570,128000,0.402890625,0,QAM16,raw_phase,>=
0.9424842596054077,45044,128000,0.35190625,0,QAM16,raw_phase,>=
1.2566423416137695,38643,128000,0.3018984375,0,QAM16,raw_phase,>=
1.5708004236221313,32270,128000,0.252109375,0,QAM16,raw_phase,>=
1.8849585056304932,25836,128000,0.20184375,0,QAM16,raw_phase,>=
2.199116587638855,19285,128000,0.1506640625,0,QAM16,raw_phase,>=
2.513274669647217,12471,128000,0.0974296875,0,QAM16,raw_phase,>=
2.8274327516555786,6046,128000,0.047234375,0,QAM16,raw_phase,>=
-3.141570806503296,128000,128000,1.0,0,QAM64,raw_phase,>=
-2.827412724494934,121739,128000,0.9510859375,0,QAM64,raw_phase,>=
-2.5132546424865723,115291,128000,0.9007109375,0,QAM64,raw_phase,>=
-2.1990965604782104,109016,128000,0.8516875,0,QAM64,raw_phase,>=
-1.8849384784698486,102845,128000,0.8034765625,0,QAM64,raw_phase,>=
-1.5707803964614868,96794,128000,0.756203125,0,QAM64,raw_phase,>=
-1.256622314453125,90462,128000,0.706734375,0,QAM64,raw_phase,>=
-0.9424642324447632,83761,128000,0.6543828125,0,QAM64,raw_phase,>=
-0.6283061504364014,77223,128000,0.6033046875,0,QAM64,raw_phase,>=
-0.31414806842803955,70827,128000,0.5533359375,0,QAM64,raw_phase,>=
1.0013580322265625e-05,64619,128000,0.5048359375,0,QAM64,raw_phase,>=
0.3141680955886841,58276,128000,0.45528125,0,QAM64,raw_phase,>=
0.6283261775970459,51682,128000,0.403765625,0,QAM64,raw_phase,>=
0.9424842596054077,45103,128000,0.3523671875,0,QAM64,raw_phase,>=
1.2566423416137695,38649,128000,0.3019453125,0,QAM64,raw_phase,>=
1.5708004236221313,32328,128000,0.2525625,0,QAM64,raw_phase,>=
1.8849585056304932,26085,128000,0.2037890625,0,QAM64,raw_phase,>=
2.199116587638855,19465,128000,0.1520703125,0,QAM64,raw_phase,>=
2.513274669647217,12872,128000,0.1005625,0,QAM64,raw_phase,>=
2.8274327516555786,6365,128000,0.0497265625,0,QAM64,raw_phase,>=
-3.141526222229004,128000,128000,1.0,2,QAM16,raw_phase,>=
-2.827370452880859,121770,128000,0.951328125,2,QAM16,raw_phase,>=
-2.513214683532715,115095,128000,0.8991796875,2,QAM16,raw_phase,>=
-2.1990589141845702,108404,128000,0.84690625,2,QAM16,raw_phase,>=
-1.8849031448364257,102058,128000,0.797328125,2,QAM16,raw_phase,>=
-1.5707473754882812,95670,128000,0.747421875,2,QAM16,raw_phase,>=
-1.2565916061401365,89157,128000,0.6965390625,2,QAM16,raw_phase,>=
-0.9424358367919923,82447,128000,0.6441171875,2,QAM16,raw_phase,>=
-0.6282800674438476,75801,128000,0.5921953125,2,QAM16,raw_phase,>=
-0.31412429809570286,69539,128000,0.5432734375,2,QAM16,raw_phase,>=
3.147125244140625e-05,63454,128000,0.495734375,2,QAM16,raw_phase,>=
0.3141872406005861,57253,128000,0.4472890625,2,QAM16,raw_phase,>=
0.6283430099487308,50617,128000,0.3954453125,2,QAM16,raw_phase,>=
0.9424987792968755,44059,128000,0.3442109375,2,QAM16,raw_phase,>=
1.2566545486450194,37773,128000,0.2951015625,2,QAM16,raw_phase,>=
1.570810317993164,31692,128000,0.24759375,2,QAM16,raw_phase,>=
1.8849660873413088,25472,128000,0.199,2,QAM16,raw_phase,>=
2.1991218566894535,18996,128000,0.14840625,2,QAM16,raw_phase,>=
2.513277626037598,12376,128000,0.0966875,2,QAM16,raw_phase,>=
2.827433395385742,6161,128000,0.0481328125,2,QAM16,raw_phase,>=
-3.141526222229004,128000,128000,1.0,2,QAM64,raw_phase,>=
-2.827370452880859,121727,128000,0.9509921875,2,QAM64,raw_phase,>=
-2.513214683532715,115330,128000,0.901015625,2,QAM64,raw_phase,>=
-2.1990589141845702,108770,128000,0.849765625,2,QAM64,raw_phase,>=
-1.8849031448364257,102472,128000,0.8005625,2,QAM64,raw_phase,>=
-1.5707473754882812,96154,128000,0.751203125,2,QAM64,raw_phase,>=
-1.2565916061401365,89895,128000,0.7023046875,2,QAM64,raw_phase,>=
-0.9424358367919923,83455,128000,0.6519921875,2,QAM64,raw_phase,>=
-0.6282800674438476,76814,128000,0.600109375,2,QAM64,raw_phase,>=
-0.31412429809570286,70469,128000,0.5505390625,2,QAM64,raw_phase,>=
3.147125244140625e-05,64290,128000,0.502265625,2,QAM64,raw_phase,>=
0.3141872406005861,58068,128000,0.45365625,2,QAM64,raw_phase,>=
0.6283430099487308,51575,128000,0.4029296875,2,QAM64,raw_phase,>=
0.9424987792968755,45032,128000,0.3518125,2,QAM64,raw_phase,>=
1.2566545486450194,38563,128000,0.3012734375,2,QAM64,raw_phase,>=
1.570810317993164,32313,128000,0.2524453125,2,QAM64,raw_phase,>=
1.8849660873413088,25965,128000,0.2028515625,2,QAM64,raw_phase,>=
2.1991218566894535,19315,128000,0.1508984375,2,QAM64,raw_phase,>=
2.513277626037598,12669,128000,0.0989765625,2,QAM64,raw_phase,>=
2.827433395385742,6264,128000,0.0489375,2,QAM64,raw_phase,>=
